loci_ID	Signal	including_genes
78	3	ENSG00000285552,ENSG00000285616,ENSG00000113638,ENSG00000199552,ENSG00000289540,ENSG00000171522,ENSG00000132356,ENSG00000212567,ENSG00000288911,ENSG00000145592,ENSG00000212296,ENSG00000132357,ENSG00000112936,ENSG00000253098,ENSG00000248120,ENSG00000171495,ENSG00000039537,ENSG00000182836,ENSG00000251478,ENSG00000083720,ENSG00000286164,ENSG00000248668,ENSG00000240281,ENSG00000205765,ENSG00000151876,ENSG00000239694,ENSG00000199487,ENSG00000249266
79	1	ENSG00000287367,ENSG00000232517,ENSG00000226810,ENSG00000249843,ENSG00000289060,ENSG00000249016,ENSG00000164283,ENSG00000240535,ENSG00000113088,ENSG00000207229,ENSG00000251376,ENSG00000248029,ENSG00000249454,ENSG00000145649,ENSG00000164287,ENSG00000164294,ENSG00000198983,ENSG00000207728,ENSG00000251856,ENSG00000234602,ENSG00000152669,ENSG00000251307,ENSG00000067248,ENSG00000039123,ENSG00000271410,ENSG00000067113,ENSG00000279883,ENSG00000265135,ENSG00000250853,ENSG00000249410,ENSG00000177058,ENSG00000152670,ENSG00000251368,ENSG00000199322,ENSG00000248854,ENSG00000164509,ENSG00000134352,ENSG00000262211,ENSG00000264281,ENSG00000249236,ENSG00000227908,ENSG00000238326,ENSG00000164512,ENSG00000253032,ENSG00000243592,ENSG00000223003,ENSG00000251435,ENSG00000212265,ENSG00000248781,ENSG00000210678,ENSG00000249697,ENSG00000250787,ENSG00000248727,ENSG00000285997,ENSG00000226221,ENSG00000225940,ENSG00000234553,ENSG00000228650,ENSG00000095015,ENSG00000237705,ENSG00000225230,ENSG00000155542,ENSG00000155545,ENSG00000271828,ENSG00000235635,ENSG00000233943,ENSG00000248652,ENSG00000250480,ENSG00000207293,ENSG00000289152,ENSG00000062194,ENSG00000248586,ENSG00000250961,ENSG00000250308,ENSG00000169067,ENSG00000249436
80	1	ENSG00000172058,ENSG00000172062,ENSG00000285204,ENSG00000249437,ENSG00000145736,ENSG00000230847,ENSG00000251634,ENSG00000253900,ENSG00000215630,ENSG00000235558,ENSG00000250387,ENSG00000253985,ENSG00000169040,ENSG00000249981,ENSG00000145734,ENSG00000253536,ENSG00000247911,ENSG00000131844,ENSG00000164326,ENSG00000278824,ENSG00000285804,ENSG00000131711,ENSG00000264099,ENSG00000113048,ENSG00000244748,ENSG00000049883,ENSG00000244061,ENSG00000251108,ENSG00000261269,ENSG00000178175,ENSG00000248371,ENSG00000251613,ENSG00000226544,ENSG00000223497,ENSG00000206770,ENSG00000249085,ENSG00000083312
81	1	ENSG00000263593,ENSG00000242602,ENSG00000271926,ENSG00000272081,ENSG00000157107,ENSG00000251467,ENSG00000248930,ENSG00000157111,ENSG00000251599,ENSG00000250747,ENSG00000164325,ENSG00000287090,ENSG00000249743,ENSG00000251543,ENSG00000249149,ENSG00000251493,ENSG00000247993,ENSG00000251604,ENSG00000251324,ENSG00000272525,ENSG00000145741,ENSG00000255883,ENSG00000164331,ENSG00000164338,ENSG00000214944,ENSG00000249293,ENSG00000184084,ENSG00000238913,ENSG00000259968,ENSG00000248474,ENSG00000248673,ENSG00000248942,ENSG00000288883,ENSG00000244326,ENSG00000249343,ENSG00000250446,ENSG00000171617,ENSG00000049860,ENSG00000207336
282	1	ENSG00000145685,ENSG00000254310,ENSG00000113273,ENSG00000132837,ENSG00000214890,ENSG00000132840,ENSG00000145692,ENSG00000201955,ENSG00000249829,ENSG00000206592,ENSG00000250330,ENSG00000152409,ENSG00000213757,ENSG00000152413,ENSG00000213755,ENSG00000243160,ENSG00000207391,ENSG00000288846,ENSG00000277818,ENSG00000164329,ENSG00000164309,ENSG00000250258,ENSG00000286818,ENSG00000238254,ENSG00000250888,ENSG00000177034,ENSG00000113296,ENSG00000251050,ENSG00000249778,ENSG00000249825,ENSG00000164300,ENSG00000251675,ENSG00000288741,ENSG00000249438,ENSG00000184188,ENSG00000251828,ENSG00000244076,ENSG00000164299,ENSG00000227087,ENSG00000248569,ENSG00000220157,ENSG00000206774,ENSG00000289317,ENSG00000039319,ENSG00000249042,ENSG00000152380,ENSG00000242706,ENSG00000240003,ENSG00000189127,ENSG00000251366,ENSG00000251221,ENSG00000228716,ENSG00000249655,ENSG00000271043,ENSG00000113318,ENSG00000248967,ENSG00000244630,ENSG00000251450,ENSG00000113319,ENSG00000251001,ENSG00000249772,ENSG00000247572,ENSG00000131730,ENSG00000248794,ENSG00000131732,ENSG00000172497,ENSG00000286721
82	1	ENSG00000225165,ENSG00000198677,ENSG00000212259,ENSG00000164291,ENSG00000178015,ENSG00000175449,ENSG00000145757,ENSG00000250240,ENSG00000164292,ENSG00000173221,ENSG00000251348,ENSG00000251000,ENSG00000251409,ENSG00000236882,ENSG00000272021,ENSG00000250362,ENSG00000118985,ENSG00000251314,ENSG00000250955,ENSG00000213716,ENSG00000250551,ENSG00000207578,ENSG00000289337,ENSG00000206997,ENSG00000249746,ENSG00000250158,ENSG00000175426,ENSG00000153113,ENSG00000249180,ENSG00000164307,ENSG00000248734,ENSG00000272109,ENSG00000247121,ENSG00000164308,ENSG00000113441,ENSG00000227836,ENSG00000200884,ENSG00000213701,ENSG00000251513,ENSG00000145721,ENSG00000058729,ENSG00000206698,ENSG00000286828,ENSG00000248758,ENSG00000251054,ENSG00000249761,ENSG00000251389,ENSG00000249977,ENSG00000250331,ENSG00000248931,ENSG00000251193,ENSG00000286953,ENSG00000248202,ENSG00000249101,ENSG00000248901,ENSG00000249135,ENSG00000238000,ENSG00000176183,ENSG00000250221,ENSG00000250830,ENSG00000249990,ENSG00000249448
83	1	ENSG00000277506,ENSG00000251261,ENSG00000249495,ENSG00000199786,ENSG00000248261,ENSG00000173930,ENSG00000222987,ENSG00000205359,ENSG00000249017,ENSG00000250958,ENSG00000250682,ENSG00000247402,ENSG00000286338,ENSG00000145730,ENSG00000175749,ENSG00000145723,ENSG00000145725,ENSG00000248203,ENSG00000181751,ENSG00000250567,ENSG00000226926,ENSG00000248757,ENSG00000112874,ENSG00000283462,ENSG00000251026,ENSG00000201910
283	1	ENSG00000145777,ENSG00000253613,ENSG00000134987,ENSG00000250728,ENSG00000214784,ENSG00000152495,ENSG00000288965,ENSG00000249318,ENSG00000248268,ENSG00000164211,ENSG00000246859,ENSG00000249619,ENSG00000251099,ENSG00000134986,ENSG00000253057,ENSG00000249439,ENSG00000250095,ENSG00000129595,ENSG00000224032,ENSG00000238363,ENSG00000250882,ENSG00000251187,ENSG00000251076,ENSG00000248350,ENSG00000278921,ENSG00000248430,ENSG00000251014,ENSG00000250358,ENSG00000134982,ENSG00000250045,ENSG00000212370,ENSG00000258864,ENSG00000153037,ENSG00000129625,ENSG00000249947,ENSG00000212643,ENSG00000172795,ENSG00000171444,ENSG00000232633,ENSG00000212122,ENSG00000251741,ENSG00000047188,ENSG00000286839
84	1	ENSG00000066583,ENSG00000264563,ENSG00000286274,ENSG00000265691,ENSG00000249421,ENSG00000145808,ENSG00000251680,ENSG00000186367,ENSG00000198108,ENSG00000221562,ENSG00000199455,ENSG00000248610,ENSG00000252514,ENSG00000249312,ENSG00000249418,ENSG00000287390,ENSG00000244192,ENSG00000250405,ENSG00000248955,ENSG00000169567,ENSG00000186687,ENSG00000158985,ENSG00000279370
85	1	ENSG00000158987,ENSG00000273217,ENSG00000275939,ENSG00000217128,ENSG00000286676,ENSG00000279584,ENSG00000239642,ENSG00000281938,ENSG00000234758,ENSG00000164398,ENSG00000223548,ENSG00000231585,ENSG00000164399,ENSG00000164400,ENSG00000253067,ENSG00000227616,ENSG00000235775,ENSG00000224015,ENSG00000237714,ENSG00000072682,ENSG00000224431,ENSG00000283678,ENSG00000131435,ENSG00000197208,ENSG00000233006,ENSG00000263597,ENSG00000197375,ENSG00000197536,ENSG00000283782,ENSG00000238160,ENSG00000125347,ENSG00000202533,ENSG00000113525,ENSG00000113522,ENSG00000223442,ENSG00000169194,ENSG00000113520,ENSG00000230612,ENSG00000131437,ENSG00000205089,ENSG00000164402,ENSG00000198944,ENSG00000272203,ENSG00000164403,ENSG00000201274,ENSG00000164404,ENSG00000164405,ENSG00000164406,ENSG00000072364,ENSG00000235253,ENSG00000202417,ENSG00000225364,ENSG00000272023,ENSG00000229738,ENSG00000199677,ENSG00000155329,ENSG00000248648,ENSG00000287054,ENSG00000286408,ENSG00000170606,ENSG00000279691,ENSG00000251616,ENSG00000248245,ENSG00000240611,ENSG00000053108,ENSG00000288758,ENSG00000249478,ENSG00000250244,ENSG00000250409,ENSG00000221287,ENSG00000280104,ENSG00000279197,ENSG00000251243
86	1	ENSG00000249073,ENSG00000113583,ENSG00000213585,ENSG00000271737,ENSG00000271128,ENSG00000081059,ENSG00000113558,ENSG00000272772,ENSG00000113575,ENSG00000273345,ENSG00000266751,ENSG00000270177,ENSG00000239615,ENSG00000006837,ENSG00000119048,ENSG00000279469,ENSG00000248559,ENSG00000237190,ENSG00000243648,ENSG00000250564,ENSG00000250994,ENSG00000207222,ENSG00000251169,ENSG00000240250,ENSG00000280420,ENSG00000043143,ENSG00000152700,ENSG00000207459,ENSG00000113615,ENSG00000201298,ENSG00000222266,ENSG00000164615,ENSG00000145833,ENSG00000241179,ENSG00000181904,ENSG00000270892,ENSG00000113621,ENSG00000132570,ENSG00000279799,ENSG00000244921,ENSG00000249119,ENSG00000248923,ENSG00000247627,ENSG00000198868,ENSG00000263963,ENSG00000249192,ENSG00000152705,ENSG00000069011,ENSG00000224186,ENSG00000277619,ENSG00000249082,ENSG00000248753,ENSG00000248482,ENSG00000249647,ENSG00000113648,ENSG00000270021,ENSG00000251380,ENSG00000255833,ENSG00000249639,ENSG00000181965,ENSG00000250167,ENSG00000145824,ENSG00000145832,ENSG00000251045,ENSG00000223539,ENSG00000265924,ENSG00000250378,ENSG00000145839,ENSG00000254239,ENSG00000253927,ENSG00000145826,ENSG00000164616,ENSG00000120708,ENSG00000270123,ENSG00000278815,ENSG00000164621,ENSG00000277859,ENSG00000113658,ENSG00000275646,ENSG00000277524,ENSG00000274934,ENSG00000271824,ENSG00000069018,ENSG00000248211,ENSG00000250947,ENSG00000279240,ENSG00000248351,ENSG00000213568,ENSG00000249803
87	1	ENSG00000131495,ENSG00000113141,ENSG00000284325,ENSG00000120314,ENSG00000256453,ENSG00000170445,ENSG00000112855,ENSG00000146007,ENSG00000199990,ENSG00000202111,ENSG00000202515,ENSG00000250515,ENSG00000248106,ENSG00000279726,ENSG00000204970,ENSG00000204969,ENSG00000255408,ENSG00000204967,ENSG00000204965,ENSG00000081842,ENSG00000204963,ENSG00000204962,ENSG00000204961,ENSG00000278907,ENSG00000250120,ENSG00000249504,ENSG00000278946,ENSG00000249158,ENSG00000251664,ENSG00000278915,ENSG00000278901,ENSG00000239389,ENSG00000248383,ENSG00000279028,ENSG00000243232,ENSG00000288892,ENSG00000279047,ENSG00000171815,ENSG00000279558,ENSG00000112852,ENSG00000272154,ENSG00000113205,ENSG00000272108,ENSG00000081818,ENSG00000113209,ENSG00000280029,ENSG00000113211,ENSG00000255622,ENSG00000280336,ENSG00000113212,ENSG00000120322,ENSG00000279472,ENSG00000272674,ENSG00000279068,ENSG00000278936,ENSG00000177839,ENSG00000279375,ENSG00000120324,ENSG00000197479,ENSG00000120328,ENSG00000187372,ENSG00000120327,ENSG00000279983,ENSG00000146001,ENSG00000262096,ENSG00000113248,ENSG00000277795,ENSG00000178913,ENSG00000120329,ENSG00000288095,ENSG00000272070,ENSG00000204956,ENSG00000081853,ENSG00000254245,ENSG00000254221,ENSG00000280026,ENSG00000262576,ENSG00000253910,ENSG00000253485,ENSG00000262209,ENSG00000253731,ENSG00000253537,ENSG00000253953,ENSG00000253767,ENSG00000276547,ENSG00000261934,ENSG00000253305,ENSG00000253846,ENSG00000254122,ENSG00000253873,ENSG00000248449,ENSG00000279855,ENSG00000253159,ENSG00000276545,ENSG00000273557,ENSG00000240184,ENSG00000242020,ENSG00000242419,ENSG00000240764,ENSG00000131504,ENSG00000246422,ENSG00000240974,ENSG00000228737,ENSG00000171720,ENSG00000164620,ENSG00000197948,ENSG00000120318,ENSG00000289478,ENSG00000286736,ENSG00000287527,ENSG00000278925,ENSG00000156453,ENSG00000287726,ENSG00000226040,ENSG00000081791,ENSG00000113555,ENSG00000271871,ENSG00000013561,ENSG00000254099,ENSG00000113552,ENSG00000250347,ENSG00000131507,ENSG00000289306,ENSG00000280047,ENSG00000187678,ENSG00000277968,ENSG00000274721,ENSG00000231185
284	1	ENSG00000225147,ENSG00000113578,ENSG00000261757,ENSG00000236714,ENSG00000287203,ENSG00000145819,ENSG00000226272,ENSG00000285366,ENSG00000230789,ENSG00000113580,ENSG00000231579,ENSG00000279679,ENSG00000279130,ENSG00000249429,ENSG00000251205,ENSG00000253023,ENSG00000249881,ENSG00000266478,ENSG00000225869,ENSG00000158497,ENSG00000239390,ENSG00000145817,ENSG00000183775
88	1	ENSG00000169252,ENSG00000289430,ENSG00000169247,ENSG00000272411,ENSG00000251842,ENSG00000207714,ENSG00000250072,ENSG00000200161,ENSG00000173210,ENSG00000248647,ENSG00000253406,ENSG00000157510,ENSG00000285736,ENSG00000164284,ENSG00000253618,ENSG00000145882,ENSG00000127743,ENSG00000253865,ENSG00000249669,ENSG00000275871,ENSG00000284182,ENSG00000276365,ENSG00000113712,ENSG00000230551,ENSG00000241112,ENSG00000183111,ENSG00000222213,ENSG00000287323,ENSG00000221043,ENSG00000242928,ENSG00000155846,ENSG00000199047,ENSG00000132915,ENSG00000251583,ENSG00000200334,ENSG00000155850,ENSG00000164296,ENSG00000113716,ENSG00000248696,ENSG00000241907,ENSG00000182578,ENSG00000214485,ENSG00000199409,ENSG00000113721,ENSG00000113722,ENSG00000011083,ENSG00000070808,ENSG00000183876,ENSG00000070814,ENSG00000019582,ENSG00000286331,ENSG00000164587,ENSG00000254333,ENSG00000070614
89	1	ENSG00000171992,ENSG00000253852,ENSG00000286657,ENSG00000164591,ENSG00000250309,ENSG00000086589,ENSG00000132912,ENSG00000256235,ENSG00000237693,ENSG00000145908,ENSG00000197083,ENSG00000274235,ENSG00000277866,ENSG00000211445,ENSG00000145901,ENSG00000197043,ENSG00000254298,ENSG00000285420,ENSG00000198624,ENSG00000196743,ENSG00000186334,ENSG00000186335,ENSG00000270904,ENSG00000253897,ENSG00000253472,ENSG00000271494,ENSG00000123643,ENSG00000200227,ENSG00000086570,ENSG00000271795,ENSG00000276622,ENSG00000288081,ENSG00000260581,ENSG00000113140,ENSG00000249035,ENSG00000222102,ENSG00000272112,ENSG00000177556,ENSG00000253921,ENSG00000213433,ENSG00000275765,ENSG00000145907,ENSG00000145888,ENSG00000270978,ENSG00000222308,ENSG00000254226,ENSG00000286749
285	1	ENSG00000270442,ENSG00000200275,ENSG00000170624,ENSG00000286690,ENSG00000253370,ENSG00000254163,ENSG00000199468,ENSG00000231989,ENSG00000145850,ENSG00000270560,ENSG00000113249,ENSG00000135077,ENSG00000254246,ENSG00000155868,ENSG00000113263,ENSG00000170613,ENSG00000253980,ENSG00000253653,ENSG00000055163,ENSG00000285868,ENSG00000172568,ENSG00000251405,ENSG00000248544,ENSG00000135074,ENSG00000253155,ENSG00000172548,ENSG00000253519,ENSG00000252068,ENSG00000254336,ENSG00000039600,ENSG00000187658,ENSG00000253798,ENSG00000113272,ENSG00000155858,ENSG00000253630,ENSG00000113282,ENSG00000206819,ENSG00000244331,ENSG00000222626,ENSG00000253743,ENSG00000213414,ENSG00000253422
90	2	ENSG00000253792,ENSG00000253673,ENSG00000254047,ENSG00000253449,ENSG00000253424,ENSG00000253134,ENSG00000276778,ENSG00000254350,ENSG00000272085,ENSG00000254135,ENSG00000164330,ENSG00000253811,ENSG00000253456,ENSG00000245812,ENSG00000279204,ENSG00000145860,ENSG00000253256,ENSG00000253315,ENSG00000252458,ENSG00000288764,ENSG00000164332,ENSG00000249738,ENSG00000113302,ENSG00000221601
90	1	ENSG00000253298,ENSG00000283413,ENSG00000253311,ENSG00000170214,ENSG00000248626,ENSG00000199398,ENSG00000113312,ENSG00000223908,ENSG00000170234,ENSG00000170231,ENSG00000247699,ENSG00000253772,ENSG00000135083,ENSG00000254373,ENSG00000270612,ENSG00000145861,ENSG00000221886,ENSG00000164609,ENSG00000164611,ENSG00000253522,ENSG00000265237,ENSG00000283733,ENSG00000118322,ENSG00000253687,ENSG00000254391
286	1	ENSG00000253591,ENSG00000253348,ENSG00000094755,ENSG00000204764,ENSG00000244501,ENSG00000253966,ENSG00000253213,ENSG00000275038,ENSG00000164438,ENSG00000213393,ENSG00000265740,ENSG00000254256,ENSG00000206909,ENSG00000254012,ENSG00000264249,ENSG00000181163,ENSG00000156427,ENSG00000285914,ENSG00000253110,ENSG00000185662,ENSG00000072803,ENSG00000288799,ENSG00000072786,ENSG00000214360,ENSG00000168246,ENSG00000212529,ENSG00000253218,ENSG00000174705,ENSG00000287814
91	1	ENSG00000254299,ENSG00000280318,ENSG00000214357,ENSG00000253683,ENSG00000265160,ENSG00000253445,ENSG00000253295,ENSG00000213386,ENSG00000253736,ENSG00000120129,ENSG00000289170,ENSG00000206741,ENSG00000270243,ENSG00000288737,ENSG00000253628,ENSG00000113719,ENSG00000204758,ENSG00000254295,ENSG00000037241,ENSG00000253785,ENSG00000113732,ENSG00000254328,ENSG00000212402,ENSG00000207210,ENSG00000164463,ENSG00000253439,ENSG00000253172,ENSG00000113734,ENSG00000254200,ENSG00000183072,ENSG00000289493,ENSG00000201277,ENSG00000252169,ENSG00000113739,ENSG00000274994,ENSG00000199219
92	1	ENSG00000253968,ENSG00000253141,ENSG00000253768,ENSG00000254164,ENSG00000253955,ENSG00000145919,ENSG00000253959,ENSG00000253428,ENSG00000253686,ENSG00000287003,ENSG00000254211,ENSG00000113742,ENSG00000289085,ENSG00000185056,ENSG00000253109,ENSG00000170091,ENSG00000253244,ENSG00000253447,ENSG00000254011,ENSG00000249722,ENSG00000249306,ENSG00000213376,ENSG00000249031,ENSG00000250256,ENSG00000248929,ENSG00000120149,ENSG00000251670,ENSG00000266890,ENSG00000251144,ENSG00000204754,ENSG00000251122,ENSG00000248293,ENSG00000249403,ENSG00000248355
93	1	ENSG00000280068,ENSG00000250820,ENSG00000051596,ENSG00000250801,ENSG00000272494,ENSG00000250992,ENSG00000248469,ENSG00000182230,ENSG00000285476,ENSG00000251623,ENSG00000251458,ENSG00000283559,ENSG00000248596,ENSG00000287579,ENSG00000283235,ENSG00000270989,ENSG00000170085,ENSG00000251667,ENSG00000122203,ENSG00000250909,ENSG00000251414,ENSG00000175414,ENSG00000221464,ENSG00000048162,ENSG00000146066,ENSG00000175416,ENSG00000280139,ENSG00000113194,ENSG00000146083,ENSG00000074276,ENSG00000243959,ENSG00000207420,ENSG00000169258,ENSG00000074317,ENSG00000266329,ENSG00000175766,ENSG00000048140,ENSG00000248484,ENSG00000251446,ENSG00000248859,ENSG00000113763,ENSG00000160883,ENSG00000087206,ENSG00000113761,ENSG00000251666,ENSG00000160867,ENSG00000165671,ENSG00000286634,ENSG00000240729,ENSG00000270706,ENSG00000169228,ENSG00000213347,ENSG00000169230,ENSG00000169223,ENSG00000239393,ENSG00000169220,ENSG00000131183,ENSG00000196570,ENSG00000131187,ENSG00000198055,ENSG00000246334,ENSG00000131188,ENSG00000113758,ENSG00000279821,ENSG00000196923,ENSG00000248996,ENSG00000146094,ENSG00000183258,ENSG00000146067,ENSG00000272459,ENSG00000184840,ENSG00000027847,ENSG00000247679,ENSG00000246596,ENSG00000249849,ENSG00000170074,ENSG00000249109
287	1	ENSG00000248943,ENSG00000170089,ENSG00000214351,ENSG00000249186,ENSG00000250101,ENSG00000249684,ENSG00000280207,ENSG00000249129,ENSG00000175325,ENSG00000204677,ENSG00000218227,ENSG00000145911,ENSG00000145916,ENSG00000145912,ENSG00000251211,ENSG00000244234,ENSG00000289390,ENSG00000197451,ENSG00000175309,ENSG00000050767,ENSG00000271681,ENSG00000253698,ENSG00000242341,ENSG00000245688,ENSG00000113240,ENSG00000252464,ENSG00000286713,ENSG00000285891,ENSG00000285978,ENSG00000169131,ENSG00000250420,ENSG00000274813,ENSG00000253725,ENSG00000278441,ENSG00000178338,ENSG00000206624,ENSG00000198939,ENSG00000213328,ENSG00000253869,ENSG00000272431,ENSG00000178187,ENSG00000254035,ENSG00000113262,ENSG00000254158,ENSG00000234284,ENSG00000177932,ENSG00000253144,ENSG00000087116,ENSG00000253979,ENSG00000253163,ENSG00000253617,ENSG00000250674,ENSG00000274716,ENSG00000253652,ENSG00000251545,ENSG00000253520,ENSG00000176783,ENSG00000249140,ENSG00000244945,ENSG00000169045,ENSG00000273549,ENSG00000204661,ENSG00000228259,ENSG00000250999,ENSG00000204659,ENSG00000127022,ENSG00000225051
94	1	ENSG00000271530,ENSG00000220212,ENSG00000217929,ENSG00000218577,ENSG00000263667,ENSG00000285578,ENSG00000205653,ENSG00000287265,ENSG00000112679,ENSG00000137265,ENSG00000286364,ENSG00000112685,ENSG00000230433,ENSG00000188996,ENSG00000219712,ENSG00000271727,ENSG00000272463,ENSG00000287293,ENSG00000271911,ENSG00000272485,ENSG00000276687,ENSG00000286785,ENSG00000270937,ENSG00000176515,ENSG00000286324,ENSG00000164379,ENSG00000281809,ENSG00000261730,ENSG00000137273,ENSG00000275859,ENSG00000243439,ENSG00000218027,ENSG00000272279,ENSG00000280916,ENSG00000054598
95	1	ENSG00000112699,ENSG00000285603,ENSG00000250903,ENSG00000236086,ENSG00000286512,ENSG00000272465,ENSG00000287903,ENSG00000280423,ENSG00000228718,ENSG00000164385,ENSG00000145949,ENSG00000124535,ENSG00000021355,ENSG00000230438,ENSG00000266750,ENSG00000170542,ENSG00000232999,ENSG00000228365,ENSG00000124570,ENSG00000244041,ENSG00000124588,ENSG00000224846,ENSG00000271361,ENSG00000288612,ENSG00000274855,ENSG00000232654,ENSG00000217707,ENSG00000229282,ENSG00000137275,ENSG00000272277,ENSG00000222248,ENSG00000137274,ENSG00000228170,ENSG00000137267,ENSG00000216819,ENSG00000230269,ENSG00000137285,ENSG00000288840,ENSG00000180822,ENSG00000137266,ENSG00000272320,ENSG00000228793,ENSG00000270477,ENSG00000168994,ENSG00000270504,ENSG00000219992,ENSG00000238158,ENSG00000233068,ENSG00000145945,ENSG00000260604,ENSG00000218472,ENSG00000217135,ENSG00000217566,ENSG00000216657,ENSG00000279926,ENSG00000288904,ENSG00000272248,ENSG00000230648,ENSG00000112739,ENSG00000145975,ENSG00000185689,ENSG00000198721,ENSG00000254821,ENSG00000234817,ENSG00000237716,ENSG00000216307,ENSG00000285424,ENSG00000231811,ENSG00000287761,ENSG00000201185,ENSG00000285694,ENSG00000260239,ENSG00000270695,ENSG00000260673,ENSG00000205444,ENSG00000217385,ENSG00000153046,ENSG00000284823,ENSG00000236336
96	1	ENSG00000215022,ENSG00000145979,ENSG00000272379,ENSG00000289257,ENSG00000145990,ENSG00000237786,ENSG00000218265,ENSG00000202351,ENSG00000124523,ENSG00000261071,ENSG00000225921,ENSG00000010017,ENSG00000286316,ENSG00000050393,ENSG00000272209,ENSG00000180537,ENSG00000220868,ENSG00000233981,ENSG00000112149,ENSG00000285639,ENSG00000238987,ENSG00000286281,ENSG00000230631,ENSG00000226673,ENSG00000237346,ENSG00000234540,ENSG00000286277,ENSG00000229646,ENSG00000206960,ENSG00000234261,ENSG00000216754,ENSG00000242989,ENSG00000271888,ENSG00000008083,ENSG00000235488,ENSG00000201367,ENSG00000201519,ENSG00000277411,ENSG00000047579,ENSG00000287626,ENSG00000214027,ENSG00000232947,ENSG00000274212,ENSG00000217585,ENSG00000007944,ENSG00000263712,ENSG00000218073,ENSG00000217078,ENSG00000216364,ENSG00000251831
97	1	ENSG00000278102,ENSG00000200681,ENSG00000217414,ENSG00000218976,ENSG00000137393,ENSG00000283408,ENSG00000207775,ENSG00000217379,ENSG00000231662,ENSG00000228412,ENSG00000218643,ENSG00000201523,ENSG00000214012,ENSG00000217314,ENSG00000200957,ENSG00000172201,ENSG00000287138,ENSG00000229700
98	1	ENSG00000172197,ENSG00000227803,ENSG00000287614,ENSG00000286590,ENSG00000287483,ENSG00000112242,ENSG00000240869,ENSG00000224707,ENSG00000222431,ENSG00000201683,ENSG00000145996
98	2	ENSG00000225832,ENSG00000233848,ENSG00000252046
99	1	ENSG00000287404,ENSG00000227089,ENSG00000286368,ENSG00000280989,ENSG00000231754,ENSG00000283480,ENSG00000124766,ENSG00000220771,ENSG00000272168,ENSG00000280443,ENSG00000222515,ENSG00000260455,ENSG00000219404,ENSG00000172179,ENSG00000112273,ENSG00000228772,ENSG00000286954
101	1	ENSG00000156564,ENSG00000237947,ENSG00000124602,ENSG00000124596,ENSG00000112212,ENSG00000124701,ENSG00000001167,ENSG00000287678,ENSG00000161912,ENSG00000161911,ENSG00000095970,ENSG00000112195,ENSG00000184106,ENSG00000188056,ENSG00000212176,ENSG00000225690,ENSG00000274256,ENSG00000278745,ENSG00000124731,ENSG00000218809,ENSG00000206745,ENSG00000213461,ENSG00000096264,ENSG00000279284,ENSG00000280371,ENSG00000234753,ENSG00000226917,ENSG00000137166,ENSG00000266494,ENSG00000112559,ENSG00000230913,ENSG00000112561,ENSG00000231102,ENSG00000096088,ENSG00000269387,ENSG00000137218,ENSG00000124593,ENSG00000278224,ENSG00000214736,ENSG00000164663,ENSG00000268745,ENSG00000288721,ENSG00000206977,ENSG00000227516,ENSG00000124641,ENSG00000207371,ENSG00000112578,ENSG00000112576,ENSG00000206875,ENSG00000223946,ENSG00000137413,ENSG00000261068,ENSG00000188112,ENSG00000287363,ENSG00000048545,ENSG00000112599,ENSG00000289216,ENSG00000048544,ENSG00000124496,ENSG00000237107,ENSG00000024048,ENSG00000206848,ENSG00000112619,ENSG00000213435,ENSG00000124659,ENSG00000112624,ENSG00000146223,ENSG00000221821,ENSG00000288010,ENSG00000171611,ENSG00000287825,ENSG00000137161
102	1	ENSG00000231113,ENSG00000181524,ENSG00000124713,ENSG00000124587,ENSG00000112640,ENSG00000124733,ENSG00000124702,ENSG00000124541,ENSG00000272223,ENSG00000240625,ENSG00000044090,ENSG00000137171,ENSG00000288564,ENSG00000112651,ENSG00000272170,ENSG00000112655,ENSG00000112658,ENSG00000112659,ENSG00000245261,ENSG00000112667,ENSG00000146216,ENSG00000137204,ENSG00000146215,ENSG00000171467,ENSG00000219222,ENSG00000220614,ENSG00000179157,ENSG00000226558,ENSG00000287055,ENSG00000287266,ENSG00000124574,ENSG00000276770,ENSG00000171462,ENSG00000207076,ENSG00000137221,ENSG00000204052,ENSG00000171453,ENSG00000137207,ENSG00000271754,ENSG00000124571,ENSG00000219470,ENSG00000252218,ENSG00000170734,ENSG00000203362,ENSG00000172432,ENSG00000124688,ENSG00000172426,ENSG00000096080,ENSG00000218107,ENSG00000236961,ENSG00000112715,ENSG00000272114,ENSG00000283573,ENSG00000283215,ENSG00000223469,ENSG00000289313,ENSG00000237686,ENSG00000289609,ENSG00000181577,ENSG00000231881,ENSG00000183239,ENSG00000287562,ENSG00000180992,ENSG00000137216,ENSG00000137225,ENSG00000265439,ENSG00000262179,ENSG00000112759,ENSG00000096384,ENSG00000157593,ENSG00000284427,ENSG00000146232,ENSG00000178233,ENSG00000272442,ENSG00000146221,ENSG00000124608,ENSG00000249481,ENSG00000096401,ENSG00000266619,ENSG00000237530,ENSG00000279076,ENSG00000286417,ENSG00000270900,ENSG00000276156,ENSG00000277769,ENSG00000219384,ENSG00000207769,ENSG00000124813
